plane_id,plane_type,registration,job_id,source,distance_nm,pay_per_hour,xp_per_hour,balance_score,pay,xp,FlightHrs,Speed,MinAp,route,legs_count
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,87ecf710-aee1-4793-abde-5922d8020811,fbo:7ee0c519-5a90-4a8e-9ec0-3ed17b68b652,145.16,58152180.39,26.52,29.208704,15347818.50,7.00,0.26,550,4,"KOWB, KSDF, KOWB",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,9c119bdf-aeb8-4478-9339-8ead22e80d8b,fbo:75f4d131-6831-47a1-8cbc-5656e3a4b1dc,18.04,57992505.59,0.00,57992505.590743,1902054.00,0.00,0.03,550,5,"KEWR, KJFK",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,bc5b6fa0-067a-4e04-a6d7-574c0fae1949,fbo:75f4d131-6831-47a1-8cbc-5656e3a4b1dc,18.04,35691635.92,0.00,35691635.918148,1170624.00,0.00,0.03,550,5,"KEWR, KJFK",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,106dbec3-1e6d-4696-ba9c-807310ff6027,fbo:0aebb581-a62e-4539-a9f3-43ce99afafb0,180.85,32437914.62,27.37,16.355811,10666204.50,9.00,0.33,550,5,"KLAX, KNKX, KLAX",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,1114daf8-c5db-4b87-b334-dee0065a7c3a,fbo:75f4d131-6831-47a1-8cbc-5656e3a4b1dc,18.04,31812513.93,0.00,31812513.928156,1043395.50,0.00,0.03,550,5,"KEWR, KJFK",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,209a1b47-dd06-4395-a19f-16d10cb6e1d2,fbo:75f4d131-6831-47a1-8cbc-5656e3a4b1dc,18.04,31184081.44,0.00,31184081.439392,1022784.00,0.00,0.03,550,5,"KEWR, KJFK",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,04856545-e21d-4398-a144-beea5ceaa568,fbo:1808831c-344b-4239-bd19-56cfb551cfb5,289.90,30467290.39,26.56,15.366450,16058941.50,14.00,0.53,550,5,"KORD, KMSP",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,6d6a2ade-ff71-465f-8ef8-59a04ea57b15,fbo:3f1d2051-ee06-41c6-9782-aa3debe1e7e6,237.14,30267702.00,25.51,15.261411,13050523.50,11.00,0.43,550,5,"KCVG, KIND, KDAY, KCVG",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,5b5121e7-d94c-407f-a488-b31e5583f107,fbo:3f1d2051-ee06-41c6-9782-aa3debe1e7e6,520.12,30125576.20,26.44,15.194970,28488831.00,25.00,0.95,550,4,"KCVG, KSGH, KLBE, KCVG",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,85e11c1b-0c0f-4d69-9e7a-fa511a4e2d90,fbo:7ee0c519-5a90-4a8e-9ec0-3ed17b68b652,581.86,30119382.39,27.41,15.196751,31864171.50,29.00,1.06,550,5,"KSDF, KPIT, KSDF",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,a013956d-0979-46e0-8114-1905bdfe1852,fbo:c374ebeb-1c46-40eb-a27a-00179bf1c707,220.78,29495817.27,27.40,14.884920,11840419.50,11.00,0.40,550,5,"KSEA, CYVR, KSEA",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,af6e8642-5c44-42b3-8f22-83aa20efc355,fbo:7c2bd7b7-6d50-4f32-9326-ac9024d5a21b,217.29,29285332.19,25.31,14.769224,11569960.50,10.00,0.40,550,4,"KDEN, KASE, KDEN",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,4e69946b-821c-4470-9b04-799b59d0067c,fbo:00da4e6a-6c9e-4014-af64-9170f918527f,168.14,29235660.79,26.17,14.748670,8937862.50,8.00,0.31,550,5,"KADW, KEWR",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,cb3e85a1-867d-41a7-b099-4389716dd509,fbo:7ee0c519-5a90-4a8e-9ec0-3ed17b68b652,441.05,28324077.50,27.43,14.299210,22713579.00,22.00,0.80,550,5,"KSDF, KSTL, KSDF",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,3bd943b0-55ad-4d50-a30e-d2d0c291bb67,fbo:61851d5c-70bb-4540-8536-b57f36e52b17,840.62,28165109.53,27.48,14.219953,43047679.50,42.00,1.53,550,5,"KDFW, KMEI, KDFW",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,beaa5111-a0e4-4355-ad06-768539d30400,fbo:61851d5c-70bb-4540-8536-b57f36e52b17,329.13,28161080.81,26.74,14.214227,16851943.50,16.00,0.60,550,4,"KDFW, KSHV, KDFW",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,a5843230-47fd-4fcc-97b2-cf604026bfa5,fbo:2af499c4-4ba9-489e-8547-8652feee13ea,452.50,27953572.82,26.74,14.110487,22998360.00,22.00,0.82,550,5,"PANC, PAFA, PANC",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,92a07f9d-6564-469c-a2d4-bdcb89491703,fbo:3f1d2051-ee06-41c6-9782-aa3debe1e7e6,534.02,27908159.91,26.78,14.087970,27097371.00,26.00,0.97,550,5,"KSTL, KCVG, KSTL",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,3104396e-324e-443e-93f5-74efc1a84796,fbo:e11f0ba9-9f21-488b-9c59-8abfea9df870,289.90,27875617.58,26.56,14.070614,14692902.00,14.00,0.53,550,5,"KMSP, KORD",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,63a38cc6-109a-463f-aa51-d16afc0359ad,fbo:7ee0c519-5a90-4a8e-9ec0-3ed17b68b652,72.61,27755168.57,22.72,13.991208,3664101.00,3.00,0.13,550,5,"KSDF, KCVG",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,dc508938-bdda-48ad-923d-82a8dd2cc6d2,fbo:883bbd19-9d64-465d-9711-bbd4c26ddc66,477.78,27375345.06,26.48,13.820056,23780652.00,23.00,0.87,550,4,"KMEM, KSEM, KBHM, KMEM",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,d6c2188e-b16d-4f3b-828a-4f10dfc0faa2,fbo:75f4d131-6831-47a1-8cbc-5656e3a4b1dc,18.04,27218201.83,0.00,27218201.831237,892710.00,0.00,0.03,550,5,"KEWR, KJFK",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,9368e610-2425-4253-899f-fede232656f8,fbo:3f1d2051-ee06-41c6-9782-aa3debe1e7e6,567.09,26801210.83,27.16,13.536386,27633973.50,28.00,1.03,550,5,"KCVG, KHSV, KCVG",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,8c858fc7-1ef9-4b76-ae12-279889d41633,fbo:7ee0c519-5a90-4a8e-9ec0-3ed17b68b652,377.68,26405947.72,26.21,13.334037,18132754.50,18.00,0.69,550,4,"KTRI, KSDF, KTRI",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,770ce430-2074-454e-a747-40ae2170b96f,fbo:3f1d2051-ee06-41c6-9782-aa3debe1e7e6,229.71,26395613.05,26.34,13.329494,11024244.00,11.00,0.42,550,5,"KCVG, KORD",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,80b89529-85ed-4873-9ad2-becaf810f195,fbo:6e4dccb7-5063-4cc8-9ad6-754e0884b5a0,548.72,26271646.62,27.06,13.271138,26210457.00,27.00,1.00,550,4,"KJFK, KELM, KIAG, KJFK",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,ec574159-2c25-4b95-a601-3eabb8424e67,fbo:1808831c-344b-4239-bd19-56cfb551cfb5,269.70,26206829.71,26.51,13.235972,12850677.00,13.00,0.49,550,4,"KGRR, KORD",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,f98e326c-0cf8-46a8-8a79-c8f563193b8c,fbo:0aebb581-a62e-4539-a9f3-43ce99afafb0,293.07,26175963.56,26.27,13.219351,13947843.00,14.00,0.53,550,5,"KLAX, KOAK",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,661d045b-c36f-4d00-95f5-cb8cf0804ea9,fbo:7ee0c519-5a90-4a8e-9ec0-3ed17b68b652,1900.90,25891022.29,27.20,13.081499,89484150.00,94.00,3.46,550,4,"KSDF, KYNG, KSDF, KTOL, KSDF, KBWI, KSDF",6
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,df12a057-0b0a-4993-91d5-9b04381f6283,fbo:e26561c9-aee7-4f4a-8e4f-0c07c00fd3c5,850.71,25879537.35,27.15,13.075538,40028919.00,42.00,1.55,550,4,"KOAK, KHII, KOAK",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,591c7341-c0f0-4430-b506-3652432cea22,fbo:7c2bd7b7-6d50-4f32-9326-ac9024d5a21b,961.05,25861189.93,27.47,13.067945,45188850.00,48.00,1.75,550,5,"KDEN, KMCI, KLNK, KDEN",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,7f5e36a6-0032-4468-911e-42c79f29c3a8,fbo:883bbd19-9d64-465d-9711-bbd4c26ddc66,916.52,25764859.35,27.00,13.017452,42934342.50,45.00,1.67,550,5,"KMEM, KBNA, KCMH, KMEM",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,bec8fdf8-24b1-48a1-a73d-6640ae97f362,fbo:6e4dccb7-5063-4cc8-9ad6-754e0884b5a0,951.12,25694848.35,27.18,12.983316,44434488.00,47.00,1.73,550,4,"KJFK, CYRQ, KIAG, KJFK",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,a145982c-1d5c-4289-8656-7115ed32d2a4,fbo:3f1d2051-ee06-41c6-9782-aa3debe1e7e6,1125.14,25569463.61,27.37,12.921604,52307535.00,56.00,2.05,550,5,"KCVG, KFWA, KSWF, KCVG",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,006ed709-acb3-49d7-8a1f-c63b0ca8f5d0,fbo:7c2bd7b7-6d50-4f32-9326-ac9024d5a21b,1202.18,25415376.92,27.45,12.844939,55552339.50,60.00,2.19,550,4,"KDEN, KRIW, KDEN, KOGD, KDEN",4
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,4ca30d26-6377-46be-905a-f3e3db035473,fbo:1808831c-344b-4239-bd19-56cfb551cfb5,855.04,25304951.20,27.02,12.787558,39339310.50,42.00,1.55,550,4,"KORD, KMEM, KNQA, KORD",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,d84b08ae-b379-4041-9780-1c4f761bd7a0,fbo:00da4e6a-6c9e-4014-af64-9170f918527f,179.98,25234209.11,24.45,12.739342,8257452.00,8.00,0.33,550,5,"KADW, KJFK",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,69d3cef0-a20b-4c7d-8068-8435d0300e21,fbo:1808831c-344b-4239-bd19-56cfb551cfb5,1706.22,24819627.27,27.40,12.546813,76995723.00,85.00,3.10,550,4,"KORD, CYYB, KORD, KERI, KORD, KMKE, KORD",6
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,1767c8dd-d404-4bf8-9ae9-2d61af9a8c47,fbo:1808831c-344b-4239-bd19-56cfb551cfb5,538.98,24785765.73,26.53,12.525540,24289240.50,26.00,0.98,550,5,"KORD, KADW",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,dc1134cb-137e-4ee4-8247-7a3c37c78061,fbo:1808831c-344b-4239-bd19-56cfb551cfb5,1480.41,24760144.48,27.12,12.515677,66645747.00,73.00,2.69,550,4,"KORD, KBUF, CYRQ, KDTW, KLAN, KORD",5
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,d77815b0-58e2-421e-be22-c80b6d3b42ac,fbo:6e4dccb7-5063-4cc8-9ad6-754e0884b5a0,920.11,24432299.31,26.90,12.350645,40873350.00,45.00,1.67,550,4,"KJFK, KPIT, KBTV, KJFK",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,dcdfb746-fe7b-4ae1-b3b0-a1c9144841dd,fbo:3f1d2051-ee06-41c6-9782-aa3debe1e7e6,1086.20,24377284.16,27.34,12.325357,48143004.00,54.00,1.97,550,5,"KCVG, KGSP, KMEI, KCVG",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,4a0e7934-454d-4ed1-87dd-f66d81276576,fbo:0aebb581-a62e-4539-a9f3-43ce99afafb0,620.47,24343996.56,27.48,12.309394,27463075.50,31.00,1.13,550,5,"KLAX, KMHR, KLAX",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,f29ddae3-2d1a-42ba-a3ca-f4186b7f5db7,fbo:1808831c-344b-4239-bd19-56cfb551cfb5,546.94,24335414.52,27.15,12.303464,24199833.00,27.00,0.99,550,4,"KCLE, KORD, KCLE",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,43f48862-eadf-40ae-9d93-44dbf071b65e,fbo:883bbd19-9d64-465d-9711-bbd4c26ddc66,427.50,24327662.47,27.02,12.298918,18909418.50,21.00,0.78,550,5,"KMEM, KORD",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,c935f211-a8ad-4bb7-9306-6623454128fd,fbo:10f9a696-2a4a-4230-af78-d57ca89be883,499.40,24313498.12,26.43,12.288909,22076512.50,24.00,0.91,550,4,"KJAX, KMEM",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,1119b726-352d-4b66-a5a5-5acaf381f558,fbo:2af499c4-4ba9-489e-8547-8652feee13ea,452.50,24124773.62,26.74,12.196087,19848276.00,22.00,0.82,550,5,"PANC, PAFA, PANC",2
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,8fbbc525-5873-44ff-8160-c03e184d60db,fbo:3f1d2051-ee06-41c6-9782-aa3debe1e7e6,1048.13,24069678.35,27.29,12.171273,45869323.50,52.00,1.91,550,4,"KCVG, KIAG, CYYB, KCVG",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,d8fe00e6-ae7d-4d96-a9d4-884385a3732f,fbo:6e4dccb7-5063-4cc8-9ad6-754e0884b5a0,1096.30,24013892.36,27.09,12.142402,47866318.50,54.00,1.99,550,4,"KJFK, KFMH, KCLE, KBUF, KJFK",4
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,c466eacf-c772-444b-8595-b75c73d2346a,fbo:00da4e6a-6c9e-4014-af64-9170f918527f,508.49,23935204.64,27.04,12.102807,22128645.00,25.00,0.92,550,5,"KADW, KBGR",1
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,487f8b59-e673-40e8-9632-4660ed9f75a7,fbo:7c2bd7b7-6d50-4f32-9326-ac9024d5a21b,1142.79,23848059.98,27.43,12.061194,49551663.00,57.00,2.08,550,5,"KDEN, KELP, KLBB, KDEN",3
5f2b5307-7ccd-4e82-920d-1154ee153522,Antonov AN-225-210,,444f6abb-5393-456c-875c-4ec05305596e,fbo:c374ebeb-1c46-40eb-a27a-00179bf1c707,992.44,23812649.26,27.16,12.042101,42968488.50,49.00,1.80,550,4,"KSEA, KPIH, KBFI, KSEA",3
